ENSG00000000003 ENST00000373020
ENSG00000107593 ENST00000318222
ENSG00000107611 ENST00000377833
ENSG00000107614 ENST00000377799
ENSG00000107625 ENST00000373585
ENSG00000107643 ENST00000395611
ENSG00000107651 ENST00000369075
ENSG00000107669 ENST00000224652
ENSG00000107672 ENST00000369023
ENSG00000107679 ENST00000368990
ENSG00000107719 ENST00000263563
ENSG00000107731 ENST00000335350
ENSG00000107736 ENST00000398788
ENSG00000107738 ENST00000394957
ENSG00000107742 ENST00000373109
ENSG00000107745 ENST00000361114
ENSG00000107758 ENST00000394829
ENSG00000107771 ENST00000372088
ENSG00000107779 ENST00000372037
ENSG00000107789 ENST00000371996
ENSG00000107796 ENST00000224784
ENSG00000107798 ENST00000336233
ENSG00000107807 ENST00000370196
ENSG00000107815 ENST00000311916
ENSG00000107816 ENST00000370220
ENSG00000107819 ENST00000224807
ENSG00000107821 ENST00000370200
ENSG00000107829 ENST00000331272
ENSG00000107831 ENST00000320185
ENSG00000107833 ENST00000370110
ENSG00000107854 ENST00000371627
ENSG00000107859 ENST00000370002
ENSG00000107862 ENST00000369983
ENSG00000107863 ENST00000396432
ENSG00000107864 ENST00000614585
ENSG00000107872 ENST00000224862
ENSG00000107874 ENST00000369937
ENSG00000107882 ENST00000369902
ENSG00000107890 ENST00000376087
ENSG00000107897 ENST00000396271
ENSG00000107902 ENST00000368842
ENSG00000107929 ENST00000612396
ENSG00000107937 ENST00000360803
ENSG00000107938 ENST00000356792
ENSG00000107949 ENST00000368759
ENSG00000107951 ENST00000263063
ENSG00000107954 ENST00000369780
ENSG00000107957 ENST00000355946
ENSG00000107959 ENST00000380989
ENSG00000107960 ENST00000224950
ENSG00000107968 ENST00000263056
ENSG00000107984 ENST00000373970
ENSG00000108001 ENST00000368648
ENSG00000108010 ENST00000368644
ENSG00000108018 ENST00000263054
ENSG00000108021 ENST00000328090
ENSG00000108039 ENST00000502935
ENSG00000108055 ENST00000361804
ENSG00000108061 ENST00000369452
ENSG00000108064 ENST00000487519
ENSG00000108091 ENST00000263102
ENSG00000108094 ENST00000421317
ENSG00000108100 ENST00000374704
ENSG00000108106 ENST00000264552
ENSG00000108107 ENST00000558815
ENSG00000108175 ENST00000334512
ENSG00000108176 ENST00000225171
ENSG00000108179 ENST00000225174
ENSG00000108187 ENST00000358769
ENSG00000108219 ENST00000429989
ENSG00000108231 ENST00000371418
ENSG00000108239 ENST00000225235
ENSG00000108242 ENST00000285979
ENSG00000108244 ENST00000209718
ENSG00000108255 ENST00000225387
ENSG00000108256 ENST00000225388
ENSG00000108262 ENST00000394869
ENSG00000108298 ENST00000225430
ENSG00000108306 ENST00000264658
ENSG00000108309 ENST00000426726
ENSG00000108312 ENST00000302904
ENSG00000108342 ENST00000225474
ENSG00000108344 ENST00000264639
ENSG00000108349 ENST00000264645
ENSG00000108352 ENST00000456989
ENSG00000108370 ENST00000262406
ENSG00000108375 ENST00000584437
ENSG00000108379 ENST00000225512
ENSG00000108381 ENST00000263080
ENSG00000108384 ENST00000337432
ENSG00000108387 ENST00000457347
ENSG00000108389 ENST00000323456
ENSG00000108395 ENST00000262294
ENSG00000108405 ENST00000225538
ENSG00000108423 ENST00000325752
ENSG00000108424 ENST00000290158
ENSG00000108439 ENST00000225573
ENSG00000108465 ENST00000536708
ENSG00000108468 ENST00000393408
ENSG00000108469 ENST00000317905
ENSG00000108474 ENST00000225609
ENSG00000108479 ENST00000588479
ENSG00000108506 ENST00000444766
ENSG00000108509 ENST00000414043
ENSG00000108510 ENST00000397786
ENSG00000108511 ENST00000484302
ENSG00000108515 ENST00000323997
ENSG00000108518 ENST00000225655
ENSG00000108523 ENST00000262482
ENSG00000108528 ENST00000225665
ENSG00000108551 ENST00000225688
ENSG00000108556 ENST00000293780
ENSG00000108557 ENST00000353383
ENSG00000108559 ENST00000573584
ENSG00000108561 ENST00000225698
ENSG00000108576 ENST00000261707
ENSG00000108578 ENST00000261714
ENSG00000108582 ENST00000225719
ENSG00000108588 ENST00000225726
ENSG00000108590 ENST00000225728
ENSG00000108591 ENST00000225729
ENSG00000108592 ENST00000427159
ENSG00000108599 ENST00000225737
ENSG00000108602 ENST00000457500
ENSG00000108604 ENST00000448276
ENSG00000108622 ENST00000412356
ENSG00000108641 ENST00000261499
ENSG00000108651 ENST00000261708
ENSG00000108654 ENST00000225792
ENSG00000108666 ENST00000577809
ENSG00000108669 ENST00000361101
ENSG00000108671 ENST00000261712
ENSG00000108679 ENST00000262776
ENSG00000108684 ENST00000225823
ENSG00000108688 ENST00000378569
ENSG00000108691 ENST00000225831
ENSG00000108700 ENST00000394620
ENSG00000108702 ENST00000225842
ENSG00000108733 ENST00000613219
ENSG00000108759 ENST00000225899
ENSG00000108771 ENST00000251642
ENSG00000108773 ENST00000225916
ENSG00000108774 ENST00000547517
ENSG00000108784 ENST00000225927
ENSG00000108788 ENST00000246912
ENSG00000108797 ENST00000264638
ENSG00000108798 ENST00000225941
ENSG00000108799 ENST00000428826
ENSG00000108813 ENST00000240306
ENSG00000108819 ENST00000612501
ENSG00000108821 ENST00000225964
ENSG00000108823 ENST00000262018
ENSG00000108825 ENST00000421990
ENSG00000108826 ENST00000225969
ENSG00000108828 ENST00000355653
ENSG00000108829 ENST00000225972
ENSG00000108830 ENST00000587250
ENSG00000108839 ENST00000251535
ENSG00000108840 ENST00000225983
ENSG00000108846 ENST00000285238
ENSG00000108848 ENST00000505658
ENSG00000108849 ENST00000591228
ENSG00000108852 ENST00000518766
ENSG00000108861 ENST00000226004
ENSG00000108878 ENST00000226021
ENSG00000108883 ENST00000426333
ENSG00000108924 ENST00000226067
ENSG00000108946 ENST00000392711
ENSG00000108947 ENST00000226091
ENSG00000108950 ENST00000592554
ENSG00000108953 ENST00000264335
ENSG00000108960 ENST00000262065
ENSG00000108961 ENST00000226105
ENSG00000108963 ENST00000263083
ENSG00000108984 ENST00000590474
ENSG00000109016 ENST00000395511
ENSG00000109046 ENST00000262394
ENSG00000109047 ENST00000226193
ENSG00000109061 ENST00000226207
ENSG00000109062 ENST00000262613
ENSG00000109063 ENST00000583535
ENSG00000109065 ENST00000357814
ENSG00000109066 ENST00000335464
ENSG00000109072 ENST00000226218
ENSG00000109079 ENST00000226225
ENSG00000109083 ENST00000585089
ENSG00000109084 ENST00000226230
ENSG00000109089 ENST00000337231
ENSG00000109099 ENST00000612492
ENSG00000109101 ENST00000226247
ENSG00000109103 ENST00000335765
ENSG00000109107 ENST00000226253
ENSG00000109111 ENST00000314616
ENSG00000109113 ENST00000453384
ENSG00000109118 ENST00000332830
ENSG00000109132 ENST00000226382
ENSG00000109133 ENST00000504986
ENSG00000109158 ENST00000264318
ENSG00000109163 ENST00000226413
ENSG00000109171 ENST00000264313
ENSG00000109180 ENST00000381473
ENSG00000109182 ENST00000226432
ENSG00000109184 ENST00000451288
ENSG00000109189 ENST00000441222
ENSG00000109193 ENST00000226444
ENSG00000109205 ENST00000396094
ENSG00000109208 ENST00000226460
ENSG00000109220 ENST00000263921
ENSG00000109255 ENST00000264218
ENSG00000109265 ENST00000504228
ENSG00000109270 ENST00000499666
ENSG00000109272 ENST00000226524
ENSG00000109320 ENST00000226574
ENSG00000109321 ENST00000395748
ENSG00000109323 ENST00000226578
ENSG00000109332 ENST00000357194
ENSG00000109339 ENST00000359221
ENSG00000109381 ENST00000394235
ENSG00000109390 ENST00000544855
ENSG00000109424 ENST00000262999
ENSG00000109436 ENST00000442267
ENSG00000109445 ENST00000262990
ENSG00000109452 ENST00000513000
ENSG00000109458 ENST00000262995
ENSG00000109471 ENST00000226730
ENSG00000109472 ENST00000402744
ENSG00000109475 ENST00000394668
ENSG00000109501 ENST00000226760
ENSG00000109511 ENST00000359299
ENSG00000109519 ENST00000264954
ENSG00000109534 ENST00000226796
ENSG00000109576 ENST00000509167
ENSG00000109586 ENST00000265000
ENSG00000109606 ENST00000336812
ENSG00000109610 ENST00000382120
ENSG00000109618 ENST00000382103
ENSG00000109625 ENST00000360986
ENSG00000109654 ENST00000338700
ENSG00000109667 ENST00000264784
ENSG00000109670 ENST00000281708
ENSG00000109674 ENST00000264596
ENSG00000109680 ENST00000264866
ENSG00000109684 ENST00000226951
ENSG00000109685 ENST00000382895
ENSG00000109686 ENST00000304527
ENSG00000109689 ENST00000465503
ENSG00000109705 ENST00000382438
ENSG00000109736 ENST00000329687
ENSG00000109738 ENST00000264428
ENSG00000109743 ENST00000265016
ENSG00000109756 ENST00000264431
ENSG00000109758 ENST00000511533
ENSG00000109762 ENST00000504273
ENSG00000109771 ENST00000328559
ENSG00000109775 ENST00000264689
ENSG00000109787 ENST00000261438
ENSG00000109790 ENST00000504108
ENSG00000109794 ENST00000227065
ENSG00000109805 ENST00000251496
ENSG00000109814 ENST00000316423
ENSG00000109819 ENST00000264867
ENSG00000109832 ENST00000263576
ENSG00000109846 ENST00000533475
ENSG00000109851 ENST00000524983
ENSG00000109854 ENST00000419348
ENSG00000109861 ENST00000227266
ENSG00000109881 ENST00000328697
ENSG00000109906 ENST00000335953
ENSG00000109911 ENST00000395934
ENSG00000109917 ENST00000227322
ENSG00000109919 ENST00000302503
ENSG00000109920 ENST00000263773
ENSG00000109927 ENST00000392793
ENSG00000109929 ENST00000264027
ENSG00000109943 ENST00000227348
ENSG00000109944 ENST00000227349
ENSG00000109956 ENST00000524765
ENSG00000109991 ENST00000263314
ENSG00000110002 ENST00000456829
ENSG00000110011 ENST00000321460
ENSG00000110013 ENST00000263593
ENSG00000110025 ENST00000377244
ENSG00000110031 ENST00000528954
ENSG00000110042 ENST00000227451
ENSG00000110046 ENST00000377264
ENSG00000110047 ENST00000621096
ENSG00000110048 ENST00000263847
ENSG00000110060 ENST00000227474
ENSG00000110063 ENST00000263579
ENSG00000110066 ENST00000304363
ENSG00000110074 ENST00000263578
ENSG00000110075 ENST00000393801
ENSG00000110076 ENST00000265459
ENSG00000110079 ENST00000337908
ENSG00000110080 ENST00000526727
ENSG00000110090 ENST00000265641
ENSG00000110092 ENST00000227507
ENSG00000110104 ENST00000227520
ENSG00000110107 ENST00000227524
ENSG00000110108 ENST00000227525
ENSG00000110148 ENST00000334619
ENSG00000110169 ENST00000265983
ENSG00000110171 ENST00000525074
ENSG00000110172 ENST00000320585
ENSG00000110195 ENST00000393679
ENSG00000110200 ENST00000543587
ENSG00000110203 ENST00000611028
ENSG00000110218 ENST00000227638
ENSG00000110237 ENST00000263674
ENSG00000110243 ENST00000542499
ENSG00000110244 ENST00000357780
ENSG00000110245 ENST00000227667
ENSG00000110274 ENST00000278935
ENSG00000110315 ENST00000265981
ENSG00000110318 ENST00000263468
ENSG00000110321 ENST00000526148
ENSG00000110324 ENST00000227752
ENSG00000110328 ENST00000227756
ENSG00000110330 ENST00000613397
ENSG00000110344 ENST00000431736
ENSG00000110367 ENST00000620157
ENSG00000110375 ENST00000264031
ENSG00000110395 ENST00000264033
ENSG00000110400 ENST00000264025
ENSG00000110422 ENST00000303296
ENSG00000110427 ENST00000321505
ENSG00000110429 ENST00000265651
ENSG00000110435 ENST00000227868
ENSG00000110436 ENST00000278379
ENSG00000110442 ENST00000263401
ENSG00000110446 ENST00000227880
ENSG00000110448 ENST00000347785
ENSG00000110455 ENST00000263776
ENSG00000110484 ENST00000227918
ENSG00000110492 ENST00000405308
ENSG00000110497 ENST00000534300
ENSG00000110514 ENST00000311027
ENSG00000110536 ENST00000326674
ENSG00000110583 ENST00000377793
ENSG00000110619 ENST00000380525
ENSG00000110628 ENST00000380574
ENSG00000110651 ENST00000263645
ENSG00000110660 ENST00000525815
ENSG00000110665 ENST00000456145
ENSG00000110675 ENST00000265840
ENSG00000110680 ENST00000331587
ENSG00000110693 ENST00000396356
ENSG00000110696 ENST00000228136
ENSG00000110697 ENST00000356404
ENSG00000110700 ENST00000525634
ENSG00000110711 ENST00000279146
ENSG00000110713 ENST00000324932
ENSG00000110717 ENST00000313468
ENSG00000110719 ENST00000265686
ENSG00000110721 ENST00000265689
ENSG00000110723 ENST00000265843
ENSG00000110756 ENST00000349215
ENSG00000110768 ENST00000265963
ENSG00000110777 ENST00000393067
ENSG00000110786 ENST00000358540
ENSG00000110801 ENST00000541212
ENSG00000110811 ENST00000290510
ENSG00000110844 ENST00000548825
ENSG00000110848 ENST00000228434
ENSG00000110851 ENST00000228437
ENSG00000110852 ENST00000228438
ENSG00000110871 ENST00000288532
ENSG00000110876 ENST00000228463
ENSG00000110880 ENST00000420959
ENSG00000110881 ENST00000228468
ENSG00000110887 ENST00000228476
ENSG00000110888 ENST00000298892
ENSG00000110900 ENST00000261177
ENSG00000110906 ENST00000228495
ENSG00000110911 ENST00000394904
ENSG00000110917 ENST00000228506
ENSG00000110921 ENST00000539575
ENSG00000110925 ENST00000228515
ENSG00000110931 ENST00000324774
ENSG00000110934 ENST00000615107
ENSG00000110944 ENST00000228534
ENSG00000110955 ENST00000262030
ENSG00000110958 ENST00000614328
ENSG00000110975 ENST00000228567
ENSG00000110987 ENST00000538010
ENSG00000111011 ENST00000331738
ENSG00000111012 ENST00000228606
ENSG00000111046 ENST00000228641
ENSG00000111049 ENST00000228644
ENSG00000111052 ENST00000552864
ENSG00000111057 ENST00000388835
ENSG00000111058 ENST00000548058
ENSG00000111077 ENST00000314276
ENSG00000111087 ENST00000228682
ENSG00000111110 ENST00000228705
ENSG00000111142 ENST00000323666
ENSG00000111144 ENST00000228740
ENSG00000111145 ENST00000228741
ENSG00000111181 ENST00000424061
ENSG00000111186 ENST00000397196
ENSG00000111196 ENST00000320756
ENSG00000111199 ENST00000418703
ENSG00000111203 ENST00000228799
ENSG00000111206 ENST00000342628
ENSG00000111215 ENST00000228811
ENSG00000111218 ENST00000382622
ENSG00000111224 ENST00000228820
ENSG00000111229 ENST00000228825
ENSG00000111231 ENST00000543199
ENSG00000111237 ENST00000621131
ENSG00000111241 ENST00000228837
ENSG00000111245 ENST00000228841
ENSG00000111247 ENST00000228843
ENSG00000111249 ENST00000261726
ENSG00000111252 ENST00000341259
ENSG00000111254 ENST00000228850
ENSG00000111261 ENST00000535902
ENSG00000111262 ENST00000382545
ENSG00000111266 ENST00000298573
ENSG00000111269 ENST00000228865
ENSG00000111271 ENST00000455480
ENSG00000111275 ENST00000261733
ENSG00000111276 ENST00000228872
ENSG00000111291 ENST00000228887
ENSG00000111300 ENST00000261745
ENSG00000111305 ENST00000432710
ENSG00000111319 ENST00000360168
ENSG00000111321 ENST00000228918
ENSG00000111325 ENST00000228922
ENSG00000111328 ENST00000261692
ENSG00000111331 ENST00000228928
ENSG00000111335 ENST00000342315
ENSG00000111339 ENST00000228936
ENSG00000111341 ENST00000228938
ENSG00000111344 ENST00000546530
ENSG00000111348 ENST00000228945
ENSG00000111358 ENST00000543341
ENSG00000111361 ENST00000424014
ENSG00000111364 ENST00000238146
ENSG00000111371 ENST00000552197
ENSG00000111404 ENST00000229002
ENSG00000111405 ENST00000422538
ENSG00000111412 ENST00000261318
ENSG00000111424 ENST00000550325
ENSG00000111432 ENST00000229030
ENSG00000111445 ENST00000454402
ENSG00000111450 ENST00000392373
ENSG00000111452 ENST00000261654
ENSG00000111481 ENST00000549043
ENSG00000111490 ENST00000539867
ENSG00000111530 ENST00000545606
ENSG00000111536 ENST00000229134
ENSG00000111537 ENST00000229135
ENSG00000111540 ENST00000360299
ENSG00000111554 ENST00000303145
ENSG00000111581 ENST00000229179
ENSG00000111596 ENST00000229195
ENSG00000111602 ENST00000553532
ENSG00000111605 ENST00000266679
ENSG00000111615 ENST00000229214
ENSG00000111639 ENST00000229238
ENSG00000111641 ENST00000382421
ENSG00000111642 ENST00000357008
ENSG00000111644 ENST00000229243
ENSG00000111647 ENST00000279907
ENSG00000111652 ENST00000543155
ENSG00000111653 ENST00000396807
ENSG00000111664 ENST00000229264
ENSG00000111665 ENST00000538862
ENSG00000111666 ENST00000229266
ENSG00000111667 ENST00000229268
ENSG00000111669 ENST00000229270
ENSG00000111670 ENST00000299314
ENSG00000111671 ENST00000524270
ENSG00000111674 ENST00000535366
ENSG00000111676 ENST00000356654
ENSG00000111678 ENST00000229281
ENSG00000111679 ENST00000456013
ENSG00000111684 ENST00000261407
ENSG00000111696 ENST00000392876
ENSG00000111700 ENST00000261196
ENSG00000111701 ENST00000229304
ENSG00000111707 ENST00000543473
ENSG00000111711 ENST00000229314
ENSG00000111713 ENST00000261195
ENSG00000111716 ENST00000396076
ENSG00000111725 ENST00000229328
ENSG00000111726 ENST00000229329
ENSG00000111727 ENST00000229330
ENSG00000111728 ENST00000396037
ENSG00000111729 ENST00000229332
ENSG00000111731 ENST00000545552
ENSG00000111732 ENST00000229335
ENSG00000111737 ENST00000229340
ENSG00000111752 ENST00000543824
ENSG00000111775 ENST00000229379
ENSG00000111783 ENST00000357881
ENSG00000111785 ENST00000392839
ENSG00000111786 ENST00000229390
ENSG00000111790 ENST00000229395
ENSG00000111796 ENST00000229402
ENSG00000111799 ENST00000322507
ENSG00000111801 ENST00000244519
ENSG00000111802 ENST00000378198
ENSG00000111816 ENST00000606080
ENSG00000111817 ENST00000452085
ENSG00000111832 ENST00000466444
ENSG00000111834 ENST00000229554
ENSG00000111837 ENST00000354489
ENSG00000111843 ENST00000541412
ENSG00000111845 ENST00000379568
ENSG00000111846 ENST00000379597
ENSG00000111850 ENST00000392863
ENSG00000111859 ENST00000379446
ENSG00000111860 ENST00000368488
ENSG00000111863 ENST00000229583
ENSG00000111875 ENST00000229595
ENSG00000111877 ENST00000316316
ENSG00000111879 ENST00000338891
ENSG00000111880 ENST00000369485
ENSG00000111885 ENST00000368468
ENSG00000111886 ENST00000402938
ENSG00000111897 ENST00000339697
ENSG00000111906 ENST00000398153
ENSG00000111907 ENST00000534000
ENSG00000111911 ENST00000229633
ENSG00000111912 ENST00000392477
ENSG00000111913 ENST00000613507
ENSG00000111961 ENST00000367467
ENSG00000111962 ENST00000367463
ENSG00000112029 ENST00000229758
ENSG00000112031 ENST00000367233
ENSG00000112033 ENST00000311565
ENSG00000112038 ENST00000434900
ENSG00000112039 ENST00000229769
ENSG00000112041 ENST00000229771
ENSG00000112053 ENST00000490799
ENSG00000112062 ENST00000229795
ENSG00000112077 ENST00000371175
ENSG00000112078 ENST00000373731
ENSG00000112079 ENST00000229812
ENSG00000112081 ENST00000373715
ENSG00000112096 ENST00000538183
ENSG00000112110 ENST00000367034
ENSG00000112115 ENST00000340057
ENSG00000112116 ENST00000336123
ENSG00000112118 ENST00000616552
ENSG00000112130 ENST00000373479
ENSG00000112137 ENST00000332995
ENSG00000112139 ENST00000434837
ENSG00000112144 ENST00000356971
ENSG00000112146 ENST00000244426
ENSG00000112149 ENST00000379153
ENSG00000112159 ENST00000369393
ENSG00000112164 ENST00000373256
ENSG00000112167 ENST00000229903
ENSG00000112175 ENST00000370830
ENSG00000112182 ENST00000257749
ENSG00000112183 ENST00000379052
ENSG00000112186 ENST00000229922
ENSG00000112200 ENST00000370706
ENSG00000112208 ENST00000370693
ENSG00000112210 ENST00000468148
ENSG00000112212 ENST00000373161
ENSG00000112214 ENST00000326771
ENSG00000112218 ENST00000229955
ENSG00000112232 ENST00000281156
ENSG00000112234 ENST00000369244
ENSG00000112237 ENST00000520429
ENSG00000112238 ENST00000369215
ENSG00000112242 ENST00000346618
ENSG00000112245 ENST00000370651
ENSG00000112246 ENST00000369208
ENSG00000112249 ENST00000369162
ENSG00000112273 ENST00000510882
ENSG00000112276 ENST00000314641
ENSG00000112280 ENST00000357250
ENSG00000112282 ENST00000368068
ENSG00000112290 ENST00000392589
ENSG00000112293 ENST00000230036
ENSG00000112294 ENST00000348925
ENSG00000112297 ENST00000369066
ENSG00000112299 ENST00000367928
ENSG00000112303 ENST00000326499
ENSG00000112304 ENST00000230048
ENSG00000112305 ENST00000370455
